#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Wed Mar 15 06:18:44 2017,1489583924.512632,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:46 2017,1489583926.015173,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:47 2017,1489583927.517742,+296.193,+296.215,+294.979,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:49 2017,1489583929.020497,+296.194,+296.214,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:50 2017,1489583930.5231,+296.194,+296.214,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:52 2017,1489583932.025667,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:53 2017,1489583933.528234,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:55 2017,1489583935.030804,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:56 2017,1489583936.533357,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:58 2017,1489583938.035966,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:18:59 2017,1489583939.538568,+296.193,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:01 2017,1489583941.041115,+296.193,+296.215,+294.980,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:02 2017,1489583942.543695,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:04 2017,1489583944.04627,+296.194,+296.214,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:05 2017,1489583945.548823,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:07 2017,1489583947.051399,+296.194,+296.215,+294.980,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:08 2017,1489583948.554041,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:10 2017,1489583950.055678,+296.194,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:11 2017,1489583951.558253,+296.194,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:13 2017,1489583953.060856,+296.195,+296.215,+294.980,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:14 2017,1489583954.563454,+296.195,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:16 2017,1489583956.066054,+296.195,+296.215,+294.980,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:17 2017,1489583957.568636,+296.195,+296.215,+294.981,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:19 2017,1489583959.071204,+296.195,+296.215,+294.981,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:20 2017,1489583960.573798,+296.195,+296.215,+294.981,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:22 2017,1489583962.076336,+296.195,+296.215,+294.981,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:23 2017,1489583963.57882,+296.194,+296.215,+294.981,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:25 2017,1489583965.081221,+296.195,+296.214,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:26 2017,1489583966.583713,+296.195,+296.214,+294.981,+295.889,+296.972,1.110E-3
Wed Mar 15 06:19:28 2017,1489583968.086314,+296.195,+296.214,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:29 2017,1489583969.588891,+296.194,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:31 2017,1489583971.091455,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:32 2017,1489583972.594029,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:34 2017,1489583974.096593,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:35 2017,1489583975.599198,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:37 2017,1489583977.101801,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:38 2017,1489583978.604391,+296.194,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:40 2017,1489583980.106972,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:41 2017,1489583981.609582,+296.195,+296.215,+294.981,+295.887,+296.972,1.110E-3
Wed Mar 15 06:19:43 2017,1489583983.112193,+296.195,+296.215,+294.981,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:44 2017,1489583984.614669,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:46 2017,1489583986.117193,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:47 2017,1489583987.619758,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:49 2017,1489583989.12231,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:50 2017,1489583990.624888,+296.195,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:52 2017,1489583992.127443,+296.195,+296.215,+294.980,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:53 2017,1489583993.630026,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:55 2017,1489583995.132587,+296.195,+296.215,+294.981,+295.887,+296.972,1.100E-3
Wed Mar 15 06:19:56 2017,1489583996.635173,+296.195,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:19:58 2017,1489583998.137786,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:19:59 2017,1489583999.640384,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:01 2017,1489584001.142946,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:02 2017,1489584002.645567,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:04 2017,1489584004.148113,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:05 2017,1489584005.650686,+296.195,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:07 2017,1489584007.153208,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:08 2017,1489584008.655838,+296.195,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:10 2017,1489584010.158368,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:11 2017,1489584011.660916,+296.195,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:13 2017,1489584013.163515,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:14 2017,1489584014.666113,+296.194,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:16 2017,1489584016.168648,+296.194,+296.215,+294.980,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:17 2017,1489584017.671229,+296.195,+296.214,+294.980,+295.889,+296.972,1.110E-3
Wed Mar 15 06:20:19 2017,1489584019.17378,+296.195,+296.216,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:20 2017,1489584020.676344,+296.195,+296.216,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:22 2017,1489584022.178887,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:23 2017,1489584023.681477,+296.195,+296.215,+294.980,+295.887,+296.972,1.110E-3
Wed Mar 15 06:20:25 2017,1489584025.184018,+296.195,+296.215,+294.980,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:26 2017,1489584026.686651,+296.195,+296.215,+294.980,+295.889,+296.972,1.100E-3
Wed Mar 15 06:20:28 2017,1489584028.189292,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:29 2017,1489584029.691928,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:31 2017,1489584031.194455,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:32 2017,1489584032.697082,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:34 2017,1489584034.199641,+296.195,+296.215,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:35 2017,1489584035.702254,+296.195,+296.215,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:37 2017,1489584037.204814,+296.195,+296.216,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:38 2017,1489584038.707376,+296.195,+296.216,+294.981,+295.888,+296.972,1.110E-3
Wed Mar 15 06:20:40 2017,1489584040.209942,+296.195,+296.216,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:41 2017,1489584041.712548,+296.195,+296.216,+294.981,+295.888,+296.972,1.100E-3
Wed Mar 15 06:20:43 2017,1489584043.21509,+296.195,+296.215,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:44 2017,1489584044.717698,+296.195,+296.216,+294.981,+295.888,+296.973,1.100E-3
Wed Mar 15 06:20:46 2017,1489584046.220275,+296.195,+296.216,+294.981,+295.888,+296.973,1.100E-3
Wed Mar 15 06:20:47 2017,1489584047.722867,+296.195,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:49 2017,1489584049.225415,+296.195,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:50 2017,1489584050.728007,+296.195,+296.216,+294.981,+295.887,+296.973,1.100E-3
Wed Mar 15 06:20:52 2017,1489584052.230577,+296.195,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:53 2017,1489584053.733158,+296.195,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:55 2017,1489584055.235713,+296.195,+296.216,+294.981,+295.888,+296.973,1.100E-3
Wed Mar 15 06:20:56 2017,1489584056.738331,+296.195,+296.215,+294.981,+295.888,+296.973,1.100E-3
Wed Mar 15 06:20:58 2017,1489584058.240905,+296.195,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:20:59 2017,1489584059.743473,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:01 2017,1489584061.246086,+296.195,+296.215,+294.981,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:02 2017,1489584062.748848,+296.196,+296.215,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:04 2017,1489584064.251394,+296.195,+296.215,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:05 2017,1489584065.753905,+296.195,+296.215,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:07 2017,1489584067.256501,+296.196,+296.215,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:08 2017,1489584068.759038,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:10 2017,1489584070.261437,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:11 2017,1489584071.763895,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:13 2017,1489584073.266457,+296.196,+296.215,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:14 2017,1489584074.769054,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:16 2017,1489584076.271635,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:17 2017,1489584077.774189,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:19 2017,1489584079.27675,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:20 2017,1489584080.77935,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:22 2017,1489584082.28189,+296.195,+296.216,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:23 2017,1489584083.784502,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:25 2017,1489584085.287023,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:26 2017,1489584086.789579,+296.196,+296.216,+294.981,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:28 2017,1489584088.292165,+296.195,+296.215,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:29 2017,1489584089.794766,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:31 2017,1489584091.297322,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:32 2017,1489584092.799934,+296.195,+296.216,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:34 2017,1489584094.302487,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:35 2017,1489584095.805119,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:37 2017,1489584097.307672,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:38 2017,1489584098.81023,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:40 2017,1489584100.312794,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:41 2017,1489584101.815423,+296.195,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:43 2017,1489584103.318022,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:44 2017,1489584104.820619,+296.195,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:46 2017,1489584106.323199,+296.195,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:47 2017,1489584107.825698,+296.195,+296.216,+294.982,+295.888,+296.973,1.110E-3
Wed Mar 15 06:21:49 2017,1489584109.328291,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:50 2017,1489584110.830806,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:52 2017,1489584112.333268,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:53 2017,1489584113.835683,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:55 2017,1489584115.338239,+296.195,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:21:56 2017,1489584116.840813,+296.195,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:58 2017,1489584118.343401,+296.195,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:21:59 2017,1489584119.845886,+296.196,+296.215,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:01 2017,1489584121.3485,+296.196,+296.216,+294.982,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:02 2017,1489584122.851094,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:04 2017,1489584124.353596,+296.195,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:05 2017,1489584125.856178,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:07 2017,1489584127.358715,+296.196,+296.216,+294.982,+295.888,+296.973,1.090E-3
Wed Mar 15 06:22:08 2017,1489584128.860897,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:10 2017,1489584130.363414,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:11 2017,1489584131.865895,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:13 2017,1489584133.368417,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:14 2017,1489584134.870916,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:16 2017,1489584136.373458,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:17 2017,1489584137.876001,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:19 2017,1489584139.378524,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:20 2017,1489584140.880927,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:22 2017,1489584142.383468,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:23 2017,1489584143.886068,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:25 2017,1489584145.388608,+296.195,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:26 2017,1489584146.891163,+296.196,+296.216,+294.983,+295.888,+296.973,1.090E-3
Wed Mar 15 06:22:28 2017,1489584148.393781,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:29 2017,1489584149.896353,+296.196,+296.216,+294.983,+295.888,+296.973,1.100E-3
Wed Mar 15 06:22:31 2017,1489584151.398867,+296.197,+296.216,+294.983,+295.890,+296.973,1.090E-3
Wed Mar 15 06:22:32 2017,1489584152.901427,+296.196,+296.216,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:34 2017,1489584154.403997,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:35 2017,1489584155.906596,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:37 2017,1489584157.409168,+296.196,+296.216,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:38 2017,1489584158.911797,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:40 2017,1489584160.414211,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:41 2017,1489584161.916784,+296.196,+296.217,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:43 2017,1489584163.419404,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:44 2017,1489584164.922016,+296.196,+296.217,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:46 2017,1489584166.424472,+296.196,+296.217,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:47 2017,1489584167.927028,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:49 2017,1489584169.429622,+296.196,+296.217,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:50 2017,1489584170.932141,+296.196,+296.216,+294.983,+295.890,+296.973,1.090E-3
Wed Mar 15 06:22:52 2017,1489584172.43469,+296.196,+296.217,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:53 2017,1489584173.937306,+296.196,+296.217,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:55 2017,1489584175.439809,+296.196,+296.217,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:56 2017,1489584176.942374,+296.196,+296.216,+294.983,+295.889,+296.973,1.090E-3
Wed Mar 15 06:22:58 2017,1489584178.444892,+296.196,+296.216,+294.983,+295.889,+296.973,1.100E-3
Wed Mar 15 06:22:59 2017,1489584179.947455,+296.196,+296.216,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:01 2017,1489584181.450085,+296.196,+296.216,+294.982,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:02 2017,1489584182.95269,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:04 2017,1489584184.455269,+296.196,+296.217,+294.982,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:05 2017,1489584185.957861,+296.196,+296.217,+294.982,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:07 2017,1489584187.460434,+296.196,+296.217,+294.982,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:08 2017,1489584188.963053,+296.196,+296.217,+294.982,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:10 2017,1489584190.465618,+296.196,+296.216,+294.982,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:11 2017,1489584191.968236,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:13 2017,1489584193.470827,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:14 2017,1489584194.973461,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:16 2017,1489584196.476057,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:17 2017,1489584197.978694,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:19 2017,1489584199.480915,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:20 2017,1489584200.983357,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:22 2017,1489584202.485975,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:23 2017,1489584203.988453,+296.196,+296.216,+294.984,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:25 2017,1489584205.491032,+296.197,+296.216,+294.984,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:26 2017,1489584206.993579,+296.196,+296.216,+294.984,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:28 2017,1489584208.496168,+296.196,+296.216,+294.984,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:29 2017,1489584209.998726,+296.196,+296.217,+294.984,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:31 2017,1489584211.501296,+296.196,+296.217,+294.984,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:33 2017,1489584213.003915,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:34 2017,1489584214.506517,+296.196,+296.217,+294.984,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:36 2017,1489584216.009072,+296.196,+296.217,+294.984,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:37 2017,1489584217.511657,+296.196,+296.217,+294.984,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:39 2017,1489584219.014214,+296.196,+296.217,+294.983,+295.890,+296.974,1.100E-3
Wed Mar 15 06:23:40 2017,1489584220.516772,+296.196,+296.217,+294.983,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:42 2017,1489584222.019397,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:43 2017,1489584223.522024,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:45 2017,1489584225.024552,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:46 2017,1489584226.527088,+296.196,+296.216,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:48 2017,1489584228.029717,+296.196,+296.217,+294.983,+295.889,+296.974,1.100E-3
Wed Mar 15 06:23:49 2017,1489584229.53232,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:51 2017,1489584231.034887,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:52 2017,1489584232.537443,+296.196,+296.217,+294.982,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:54 2017,1489584234.040007,+296.196,+296.217,+294.982,+295.890,+296.974,1.090E-3
Wed Mar 15 06:23:55 2017,1489584235.542573,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:57 2017,1489584237.045155,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:23:58 2017,1489584238.547706,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:24:00 2017,1489584240.050288,+296.196,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:24:01 2017,1489584241.552915,+296.197,+296.217,+294.983,+295.889,+296.974,1.090E-3
Wed Mar 15 06:24:03 2017,1489584243.055546,+296.197,+296.216,+294.983,+295.889,+296.975,1.090E-3
Wed Mar 15 06:24:04 2017,1489584244.558124,+296.196,+296.216,+294.983,+295.890,+296.975,1.100E-3
Wed Mar 15 06:24:06 2017,1489584246.060731,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:07 2017,1489584247.563324,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:09 2017,1489584249.065929,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:10 2017,1489584250.56847,+296.196,+296.217,+294.983,+295.889,+296.975,1.080E-3
Wed Mar 15 06:24:12 2017,1489584252.07105,+296.196,+296.217,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:13 2017,1489584253.573626,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:15 2017,1489584255.076251,+296.197,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:16 2017,1489584256.578817,+296.197,+296.217,+294.983,+295.889,+296.975,1.090E-3
Wed Mar 15 06:24:18 2017,1489584258.0814,+296.197,+296.216,+294.983,+295.891,+296.975,1.090E-3
Wed Mar 15 06:24:19 2017,1489584259.583987,+296.197,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:21 2017,1489584261.08657,+296.197,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:22 2017,1489584262.589295,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:24 2017,1489584264.09189,+296.196,+296.217,+294.983,+295.889,+296.975,1.090E-3
Wed Mar 15 06:24:25 2017,1489584265.594436,+296.196,+296.217,+294.983,+295.889,+296.975,1.080E-3
Wed Mar 15 06:24:27 2017,1489584267.09697,+296.197,+296.217,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:28 2017,1489584268.599462,+296.196,+296.217,+294.983,+295.889,+296.975,1.090E-3
Wed Mar 15 06:24:30 2017,1489584270.101993,+296.196,+296.217,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:31 2017,1489584271.604561,+296.197,+296.217,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:33 2017,1489584273.107117,+296.196,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:34 2017,1489584274.609686,+296.197,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:36 2017,1489584276.11227,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:37 2017,1489584277.614848,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:39 2017,1489584279.117439,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:40 2017,1489584280.620002,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:42 2017,1489584282.12257,+296.197,+296.218,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:43 2017,1489584283.625134,+296.197,+296.218,+294.984,+295.890,+296.975,1.090E-3
