#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Tue Mar 14 22:00:27 2017,1489554027.974755,+296.048,+296.068,+294.724,+295.686,+296.739,8.635E-2
Tue Mar 14 22:00:29 2017,1489554029.477359,+296.048,+296.068,+294.724,+295.687,+296.739,8.619E-2
Tue Mar 14 22:00:30 2017,1489554030.979908,+296.047,+296.068,+294.724,+295.686,+296.739,8.606E-2
Tue Mar 14 22:00:32 2017,1489554032.482494,+296.047,+296.068,+294.725,+295.686,+296.738,8.591E-2
Tue Mar 14 22:00:33 2017,1489554033.985069,+296.047,+296.067,+294.725,+295.686,+296.738,8.574E-2
Tue Mar 14 22:00:35 2017,1489554035.487678,+296.047,+296.068,+294.725,+295.686,+296.738,8.562E-2
Tue Mar 14 22:00:36 2017,1489554036.990337,+296.048,+296.067,+294.725,+295.685,+296.738,8.547E-2
Tue Mar 14 22:00:38 2017,1489554038.492921,+296.047,+296.067,+294.725,+295.685,+296.737,8.530E-2
Tue Mar 14 22:00:39 2017,1489554039.995537,+296.047,+296.068,+294.725,+295.685,+296.737,8.516E-2
Tue Mar 14 22:00:41 2017,1489554041.498151,+296.047,+296.068,+294.725,+295.685,+296.737,8.503E-2
Tue Mar 14 22:00:42 2017,1489554043.000687,+296.048,+296.067,+294.725,+295.686,+296.737,8.488E-2
Tue Mar 14 22:00:44 2017,1489554044.503331,+296.047,+296.067,+294.726,+295.685,+296.737,8.473E-2
Tue Mar 14 22:00:46 2017,1489554046.00597,+296.047,+296.067,+294.725,+295.685,+296.736,8.461E-2
Tue Mar 14 22:00:47 2017,1489554047.508565,+296.048,+296.067,+294.726,+295.684,+296.736,8.446E-2
Tue Mar 14 22:00:49 2017,1489554049.011151,+296.047,+296.067,+294.726,+295.684,+296.736,8.430E-2
Tue Mar 14 22:00:50 2017,1489554050.513758,+296.047,+296.067,+294.725,+295.684,+296.736,8.418E-2
Tue Mar 14 22:00:52 2017,1489554052.016325,+296.047,+296.067,+294.725,+295.684,+296.736,8.404E-2
Tue Mar 14 22:00:53 2017,1489554053.518911,+296.047,+296.067,+294.725,+295.683,+296.736,8.389E-2
Tue Mar 14 22:00:55 2017,1489554055.021465,+296.047,+296.067,+294.725,+295.683,+296.735,8.375E-2
Tue Mar 14 22:00:56 2017,1489554056.524089,+296.047,+296.067,+294.725,+295.683,+296.735,8.362E-2
Tue Mar 14 22:00:58 2017,1489554058.026642,+296.047,+296.067,+294.726,+295.683,+296.735,8.347E-2
Tue Mar 14 22:00:59 2017,1489554059.529273,+296.047,+296.067,+294.726,+295.683,+296.735,8.334E-2
Tue Mar 14 22:01:01 2017,1489554061.031847,+296.046,+296.067,+294.726,+295.682,+296.735,8.321E-2
Tue Mar 14 22:01:02 2017,1489554062.534591,+296.046,+296.067,+294.726,+295.682,+296.734,8.308E-2
Tue Mar 14 22:01:04 2017,1489554064.037136,+296.046,+296.067,+294.726,+295.682,+296.734,8.293E-2
Tue Mar 14 22:01:05 2017,1489554065.539783,+296.046,+296.067,+294.726,+295.682,+296.734,8.282E-2
Tue Mar 14 22:01:07 2017,1489554067.042363,+296.046,+296.067,+294.726,+295.682,+296.734,8.267E-2
Tue Mar 14 22:01:08 2017,1489554068.544878,+296.046,+296.067,+294.726,+295.681,+296.734,8.253E-2
Tue Mar 14 22:01:10 2017,1489554070.047396,+296.046,+296.067,+294.726,+295.682,+296.733,8.241E-2
Tue Mar 14 22:01:11 2017,1489554071.549994,+296.046,+296.067,+294.726,+295.682,+296.733,8.227E-2
Tue Mar 14 22:01:13 2017,1489554073.052574,+296.046,+296.067,+294.727,+295.681,+296.733,8.213E-2
Tue Mar 14 22:01:14 2017,1489554074.555125,+296.046,+296.067,+294.726,+295.681,+296.733,8.201E-2
Tue Mar 14 22:01:16 2017,1489554076.057746,+296.046,+296.067,+294.727,+295.681,+296.733,8.188E-2
Tue Mar 14 22:01:17 2017,1489554077.56033,+296.046,+296.066,+294.727,+295.681,+296.733,8.175E-2
Tue Mar 14 22:01:19 2017,1489554079.062912,+296.046,+296.066,+294.727,+295.681,+296.732,8.161E-2
Tue Mar 14 22:01:20 2017,1489554080.565532,+296.046,+296.067,+294.727,+295.681,+296.732,8.150E-2
Tue Mar 14 22:01:22 2017,1489554082.067722,+296.046,+296.067,+294.727,+295.680,+296.732,8.137E-2
Tue Mar 14 22:01:23 2017,1489554083.570504,+296.046,+296.066,+294.727,+295.680,+296.732,8.123E-2
Tue Mar 14 22:01:25 2017,1489554085.073411,+296.046,+296.066,+294.727,+295.680,+296.732,8.112E-2
Tue Mar 14 22:01:26 2017,1489554086.576122,+296.046,+296.066,+294.727,+295.680,+296.731,8.097E-2
Tue Mar 14 22:01:28 2017,1489554088.078678,+296.046,+296.066,+294.727,+295.679,+296.731,8.086E-2
Tue Mar 14 22:01:29 2017,1489554089.581362,+296.045,+296.066,+294.727,+295.679,+296.731,8.072E-2
Tue Mar 14 22:01:31 2017,1489554091.083989,+296.046,+296.066,+294.727,+295.679,+296.731,8.059E-2
Tue Mar 14 22:01:32 2017,1489554092.586903,+296.046,+296.066,+294.727,+295.679,+296.731,8.048E-2
Tue Mar 14 22:01:34 2017,1489554094.089532,+296.046,+296.066,+294.727,+295.679,+296.730,8.035E-2
Tue Mar 14 22:01:35 2017,1489554095.592174,+296.046,+296.066,+294.727,+295.679,+296.730,8.021E-2
Tue Mar 14 22:01:37 2017,1489554097.094762,+296.045,+296.066,+294.727,+295.679,+296.730,8.010E-2
Tue Mar 14 22:01:38 2017,1489554098.59732,+296.045,+296.066,+294.727,+295.678,+296.730,7.999E-2
Tue Mar 14 22:01:40 2017,1489554100.099954,+296.045,+296.066,+294.727,+295.678,+296.730,7.986E-2
Tue Mar 14 22:01:41 2017,1489554101.602576,+296.046,+296.066,+294.727,+295.678,+296.730,7.973E-2
Tue Mar 14 22:01:43 2017,1489554103.105107,+296.045,+296.066,+294.727,+295.678,+296.729,7.963E-2
Tue Mar 14 22:01:44 2017,1489554104.607687,+296.045,+296.065,+294.727,+295.678,+296.729,7.950E-2
Tue Mar 14 22:01:46 2017,1489554106.110258,+296.045,+296.066,+294.727,+295.677,+296.729,7.937E-2
Tue Mar 14 22:01:47 2017,1489554107.612899,+296.046,+296.066,+294.728,+295.677,+296.729,7.927E-2
Tue Mar 14 22:01:49 2017,1489554109.115209,+296.045,+296.066,+294.727,+295.677,+296.729,7.914E-2
Tue Mar 14 22:01:50 2017,1489554110.617815,+296.045,+296.065,+294.727,+295.677,+296.729,7.901E-2
Tue Mar 14 22:01:52 2017,1489554112.120395,+296.045,+296.066,+294.727,+295.677,+296.729,7.890E-2
Tue Mar 14 22:01:53 2017,1489554113.622963,+296.045,+296.065,+294.728,+295.676,+296.729,7.879E-2
Tue Mar 14 22:01:55 2017,1489554115.125557,+296.045,+296.066,+294.727,+295.676,+296.728,7.866E-2
Tue Mar 14 22:01:56 2017,1489554116.62819,+296.045,+296.066,+294.728,+295.676,+296.728,7.855E-2
Tue Mar 14 22:01:58 2017,1489554118.130751,+296.045,+296.065,+294.728,+295.676,+296.728,7.844E-2
Tue Mar 14 22:01:59 2017,1489554119.633407,+296.045,+296.065,+294.728,+295.676,+296.728,7.832E-2
Tue Mar 14 22:02:01 2017,1489554121.135991,+296.045,+296.065,+294.728,+295.676,+296.728,7.820E-2
Tue Mar 14 22:02:02 2017,1489554122.63859,+296.045,+296.065,+294.728,+295.676,+296.727,7.809E-2
Tue Mar 14 22:02:04 2017,1489554124.141166,+296.046,+296.065,+294.728,+295.676,+296.727,7.797E-2
Tue Mar 14 22:02:05 2017,1489554125.643774,+296.046,+296.065,+294.728,+295.677,+296.727,7.785E-2
Tue Mar 14 22:02:07 2017,1489554127.146352,+296.045,+296.065,+294.728,+295.676,+296.727,7.776E-2
Tue Mar 14 22:02:08 2017,1489554128.648967,+296.045,+296.065,+294.728,+295.675,+296.727,7.764E-2
Tue Mar 14 22:02:10 2017,1489554130.151555,+296.045,+296.065,+294.728,+295.675,+296.727,7.751E-2
Tue Mar 14 22:02:11 2017,1489554131.654139,+296.045,+296.065,+294.728,+295.675,+296.726,7.741E-2
Tue Mar 14 22:02:13 2017,1489554133.15678,+296.045,+296.065,+294.728,+295.675,+296.726,7.730E-2
Tue Mar 14 22:02:14 2017,1489554134.659372,+296.044,+296.065,+294.728,+295.675,+296.726,7.718E-2
Tue Mar 14 22:02:16 2017,1489554136.162005,+296.045,+296.065,+294.728,+295.674,+296.726,7.707E-2
Tue Mar 14 22:02:17 2017,1489554137.664647,+296.044,+296.065,+294.728,+295.674,+296.726,7.697E-2
Tue Mar 14 22:02:19 2017,1489554139.167343,+296.044,+296.065,+294.728,+295.674,+296.726,7.686E-2
Tue Mar 14 22:02:20 2017,1489554140.66994,+296.044,+296.065,+294.728,+295.674,+296.726,7.673E-2
Tue Mar 14 22:02:22 2017,1489554142.17256,+296.045,+296.065,+294.728,+295.674,+296.725,7.665E-2
Tue Mar 14 22:02:23 2017,1489554143.675144,+296.044,+296.065,+294.728,+295.673,+296.725,7.653E-2
Tue Mar 14 22:02:25 2017,1489554145.177728,+296.044,+296.065,+294.728,+295.673,+296.725,7.641E-2
Tue Mar 14 22:02:26 2017,1489554146.680398,+296.044,+296.065,+294.728,+295.673,+296.725,7.631E-2
Tue Mar 14 22:02:28 2017,1489554148.182972,+296.044,+296.065,+294.728,+295.673,+296.725,7.621E-2
Tue Mar 14 22:02:29 2017,1489554149.685552,+296.044,+296.064,+294.728,+295.672,+296.725,7.609E-2
Tue Mar 14 22:02:31 2017,1489554151.188177,+296.044,+296.064,+294.728,+295.672,+296.724,7.599E-2
Tue Mar 14 22:02:32 2017,1489554152.69078,+296.044,+296.064,+294.728,+295.672,+296.724,7.588E-2
Tue Mar 14 22:02:34 2017,1489554154.193363,+296.044,+296.064,+294.728,+295.672,+296.724,7.579E-2
Tue Mar 14 22:02:35 2017,1489554155.695983,+296.044,+296.064,+294.728,+295.672,+296.724,7.568E-2
Tue Mar 14 22:02:37 2017,1489554157.198551,+296.044,+296.064,+294.728,+295.672,+296.724,7.556E-2
Tue Mar 14 22:02:38 2017,1489554158.701095,+296.043,+296.064,+294.728,+295.672,+296.724,7.545E-2
Tue Mar 14 22:02:40 2017,1489554160.203694,+296.044,+296.064,+294.728,+295.672,+296.724,7.536E-2
Tue Mar 14 22:02:41 2017,1489554161.706325,+296.044,+296.064,+294.728,+295.672,+296.723,7.525E-2
Tue Mar 14 22:02:43 2017,1489554163.208913,+296.044,+296.064,+294.729,+295.672,+296.723,7.514E-2
Tue Mar 14 22:02:44 2017,1489554164.711509,+296.044,+296.064,+294.729,+295.671,+296.723,7.505E-2
Tue Mar 14 22:02:46 2017,1489554166.214063,+296.044,+296.064,+294.729,+295.671,+296.723,7.495E-2
Tue Mar 14 22:02:47 2017,1489554167.716662,+296.044,+296.064,+294.729,+295.671,+296.723,7.483E-2
Tue Mar 14 22:02:49 2017,1489554169.219263,+296.044,+296.064,+294.729,+295.671,+296.723,7.475E-2
Tue Mar 14 22:02:50 2017,1489554170.721909,+296.044,+296.064,+294.729,+295.671,+296.723,7.464E-2
Tue Mar 14 22:02:52 2017,1489554172.224602,+296.044,+296.064,+294.729,+295.671,+296.723,7.453E-2
Tue Mar 14 22:02:53 2017,1489554173.727219,+296.043,+296.064,+294.729,+295.671,+296.722,7.445E-2
Tue Mar 14 22:02:55 2017,1489554175.229789,+296.043,+296.064,+294.729,+295.670,+296.722,7.432E-2
Tue Mar 14 22:02:56 2017,1489554176.73244,+296.043,+296.064,+294.729,+295.670,+296.722,7.425E-2
Tue Mar 14 22:02:58 2017,1489554178.235002,+296.044,+296.064,+294.729,+295.670,+296.722,7.414E-2
Tue Mar 14 22:02:59 2017,1489554179.737611,+296.044,+296.064,+294.729,+295.670,+296.722,7.403E-2
Tue Mar 14 22:03:01 2017,1489554181.240223,+296.044,+296.064,+294.729,+295.670,+296.722,7.394E-2
Tue Mar 14 22:03:02 2017,1489554182.742945,+296.044,+296.064,+294.729,+295.670,+296.722,7.384E-2
Tue Mar 14 22:03:04 2017,1489554184.245579,+296.044,+296.064,+294.729,+295.669,+296.722,7.373E-2
Tue Mar 14 22:03:05 2017,1489554185.748197,+296.044,+296.063,+294.729,+295.669,+296.722,7.363E-2
Tue Mar 14 22:03:07 2017,1489554187.250743,+296.044,+296.063,+294.729,+295.669,+296.722,7.355E-2
Tue Mar 14 22:03:08 2017,1489554188.753405,+296.044,+296.063,+294.729,+295.669,+296.721,7.344E-2
Tue Mar 14 22:03:10 2017,1489554190.255999,+296.044,+296.064,+294.729,+295.669,+296.721,7.333E-2
Tue Mar 14 22:03:11 2017,1489554191.758602,+296.043,+296.064,+294.729,+295.669,+296.721,7.325E-2
Tue Mar 14 22:03:13 2017,1489554193.261177,+296.044,+296.064,+294.729,+295.669,+296.721,7.315E-2
Tue Mar 14 22:03:14 2017,1489554194.763788,+296.044,+296.063,+294.729,+295.668,+296.721,7.305E-2
Tue Mar 14 22:03:16 2017,1489554196.266337,+296.043,+296.063,+294.729,+295.668,+296.721,7.296E-2
Tue Mar 14 22:03:17 2017,1489554197.768843,+296.044,+296.064,+294.729,+295.668,+296.721,7.286E-2
Tue Mar 14 22:03:19 2017,1489554199.271442,+296.044,+296.064,+294.729,+295.668,+296.720,7.275E-2
Tue Mar 14 22:03:20 2017,1489554200.773522,+296.043,+296.063,+294.729,+295.668,+296.720,7.266E-2
Tue Mar 14 22:03:22 2017,1489554202.276138,+296.044,+296.063,+294.729,+295.668,+296.720,7.258E-2
Tue Mar 14 22:03:23 2017,1489554203.778743,+296.044,+296.063,+294.729,+295.667,+296.720,7.248E-2
Tue Mar 14 22:03:25 2017,1489554205.281328,+296.043,+296.063,+294.729,+295.667,+296.720,7.238E-2
Tue Mar 14 22:03:26 2017,1489554206.783924,+296.044,+296.063,+294.729,+295.667,+296.720,7.230E-2
Tue Mar 14 22:03:28 2017,1489554208.286509,+296.043,+296.063,+294.729,+295.667,+296.720,7.220E-2
Tue Mar 14 22:03:29 2017,1489554209.789108,+296.043,+296.063,+294.729,+295.667,+296.719,7.209E-2
Tue Mar 14 22:03:31 2017,1489554211.291642,+296.043,+296.063,+294.729,+295.667,+296.719,7.202E-2
Tue Mar 14 22:03:32 2017,1489554212.794219,+296.043,+296.063,+294.729,+295.666,+296.719,7.192E-2
Tue Mar 14 22:03:34 2017,1489554214.29677,+296.043,+296.063,+294.729,+295.666,+296.719,7.181E-2
Tue Mar 14 22:03:35 2017,1489554215.799341,+296.042,+296.062,+294.729,+295.666,+296.719,7.173E-2
Tue Mar 14 22:03:37 2017,1489554217.30188,+296.043,+296.063,+294.729,+295.666,+296.719,7.164E-2
Tue Mar 14 22:03:38 2017,1489554218.804475,+296.043,+296.063,+294.729,+295.666,+296.719,7.154E-2
Tue Mar 14 22:03:40 2017,1489554220.307018,+296.043,+296.063,+294.729,+295.666,+296.719,7.145E-2
Tue Mar 14 22:03:41 2017,1489554221.809656,+296.043,+296.063,+294.729,+295.666,+296.718,7.137E-2
Tue Mar 14 22:03:43 2017,1489554223.312189,+296.043,+296.063,+294.729,+295.665,+296.718,7.128E-2
Tue Mar 14 22:03:44 2017,1489554224.814773,+296.043,+296.063,+294.729,+295.665,+296.718,7.117E-2
Tue Mar 14 22:03:46 2017,1489554226.317311,+296.043,+296.062,+294.729,+295.665,+296.718,7.110E-2
Tue Mar 14 22:03:47 2017,1489554227.819932,+296.043,+296.063,+294.729,+295.665,+296.718,7.101E-2
Tue Mar 14 22:03:49 2017,1489554229.322503,+296.043,+296.063,+294.730,+295.665,+296.718,7.090E-2
Tue Mar 14 22:03:50 2017,1489554230.825161,+296.043,+296.062,+294.729,+295.665,+296.718,7.082E-2
Tue Mar 14 22:03:52 2017,1489554232.327783,+296.043,+296.062,+294.730,+295.665,+296.718,7.074E-2
Tue Mar 14 22:03:53 2017,1489554233.830251,+296.043,+296.062,+294.730,+295.666,+296.718,7.064E-2
Tue Mar 14 22:03:55 2017,1489554235.332754,+296.043,+296.062,+294.729,+295.665,+296.717,7.055E-2
Tue Mar 14 22:03:56 2017,1489554236.835299,+296.043,+296.062,+294.729,+295.665,+296.717,7.048E-2
Tue Mar 14 22:03:58 2017,1489554238.337892,+296.043,+296.062,+294.729,+295.665,+296.717,7.038E-2
Tue Mar 14 22:03:59 2017,1489554239.840483,+296.043,+296.062,+294.729,+295.665,+296.717,7.029E-2
Tue Mar 14 22:04:01 2017,1489554241.343154,+296.043,+296.061,+294.730,+295.666,+296.717,7.023E-2
Tue Mar 14 22:04:02 2017,1489554242.845744,+296.043,+296.062,+294.730,+295.665,+296.717,7.013E-2
Tue Mar 14 22:04:04 2017,1489554244.348307,+296.043,+296.062,+294.730,+295.664,+296.717,7.002E-2
Tue Mar 14 22:04:05 2017,1489554245.850905,+296.042,+296.062,+294.730,+295.664,+296.717,6.995E-2
Tue Mar 14 22:04:07 2017,1489554247.353484,+296.042,+296.062,+294.730,+295.664,+296.717,6.986E-2
Tue Mar 14 22:04:08 2017,1489554248.856069,+296.042,+296.062,+294.729,+295.664,+296.717,6.976E-2
Tue Mar 14 22:04:10 2017,1489554250.35866,+296.042,+296.062,+294.730,+295.663,+296.717,6.970E-2
Tue Mar 14 22:04:11 2017,1489554251.861257,+296.042,+296.062,+294.730,+295.664,+296.717,6.960E-2
Tue Mar 14 22:04:13 2017,1489554253.363783,+296.043,+296.062,+294.730,+295.664,+296.717,6.953E-2
Tue Mar 14 22:04:14 2017,1489554254.866355,+296.043,+296.062,+294.730,+295.663,+296.717,6.944E-2
Tue Mar 14 22:04:16 2017,1489554256.368897,+296.042,+296.062,+294.730,+295.663,+296.716,6.934E-2
Tue Mar 14 22:04:17 2017,1489554257.871493,+296.042,+296.062,+294.729,+295.663,+296.716,6.926E-2
Tue Mar 14 22:04:19 2017,1489554259.374043,+296.042,+296.062,+294.730,+295.663,+296.716,6.919E-2
Tue Mar 14 22:04:20 2017,1489554260.876536,+296.042,+296.062,+294.730,+295.663,+296.716,6.909E-2
Tue Mar 14 22:04:22 2017,1489554262.379122,+296.042,+296.062,+294.730,+295.663,+296.716,6.901E-2
Tue Mar 14 22:04:23 2017,1489554263.8818,+296.042,+296.062,+294.730,+295.662,+296.716,6.893E-2
Tue Mar 14 22:04:25 2017,1489554265.384325,+296.042,+296.062,+294.730,+295.662,+296.716,6.885E-2
Tue Mar 14 22:04:26 2017,1489554266.886915,+296.041,+296.062,+294.730,+295.662,+296.716,6.875E-2
Tue Mar 14 22:04:28 2017,1489554268.389469,+296.042,+296.062,+294.729,+295.662,+296.715,6.868E-2
Tue Mar 14 22:04:29 2017,1489554269.892136,+296.042,+296.061,+294.730,+295.663,+296.715,6.860E-2
Tue Mar 14 22:04:31 2017,1489554271.394689,+296.041,+296.061,+294.729,+295.662,+296.715,6.851E-2
Tue Mar 14 22:04:32 2017,1489554272.897228,+296.041,+296.062,+294.729,+295.662,+296.715,6.843E-2
Tue Mar 14 22:04:34 2017,1489554274.399797,+296.041,+296.061,+294.729,+295.662,+296.715,6.835E-2
Tue Mar 14 22:04:35 2017,1489554275.902382,+296.042,+296.061,+294.729,+295.662,+296.715,6.825E-2
Tue Mar 14 22:04:37 2017,1489554277.404926,+296.041,+296.061,+294.729,+295.662,+296.715,6.817E-2
Tue Mar 14 22:04:38 2017,1489554278.907497,+296.041,+296.062,+294.729,+295.661,+296.715,6.810E-2
Tue Mar 14 22:04:40 2017,1489554280.410032,+296.041,+296.062,+294.729,+295.661,+296.714,6.801E-2
Tue Mar 14 22:04:41 2017,1489554281.912369,+296.041,+296.061,+294.729,+295.661,+296.714,6.793E-2
Tue Mar 14 22:04:43 2017,1489554283.414903,+296.041,+296.061,+294.729,+295.661,+296.714,6.786E-2
Tue Mar 14 22:04:44 2017,1489554284.917375,+296.041,+296.062,+294.729,+295.661,+296.714,6.778E-2
Tue Mar 14 22:04:46 2017,1489554286.419971,+296.041,+296.062,+294.729,+295.660,+296.714,6.768E-2
Tue Mar 14 22:04:47 2017,1489554287.922542,+296.041,+296.062,+294.729,+295.660,+296.714,6.762E-2
Tue Mar 14 22:04:49 2017,1489554289.425127,+296.041,+296.061,+294.729,+295.660,+296.714,6.754E-2
Tue Mar 14 22:04:50 2017,1489554290.927792,+296.041,+296.061,+294.729,+295.660,+296.714,6.744E-2
Tue Mar 14 22:04:52 2017,1489554292.430333,+296.041,+296.061,+294.729,+295.660,+296.714,6.737E-2
Tue Mar 14 22:04:53 2017,1489554293.932887,+296.041,+296.061,+294.729,+295.660,+296.714,6.730E-2
Tue Mar 14 22:04:55 2017,1489554295.435432,+296.041,+296.061,+294.729,+295.660,+296.713,6.721E-2
Tue Mar 14 22:04:56 2017,1489554296.937662,+296.040,+296.061,+294.729,+295.659,+296.713,6.713E-2
Tue Mar 14 22:04:58 2017,1489554298.440218,+296.040,+296.061,+294.729,+295.659,+296.713,6.707E-2
Tue Mar 14 22:04:59 2017,1489554299.942805,+296.040,+296.061,+294.729,+295.659,+296.713,6.699E-2
Tue Mar 14 22:05:01 2017,1489554301.44538,+296.041,+296.061,+294.729,+295.659,+296.713,6.690E-2
Tue Mar 14 22:05:02 2017,1489554302.947894,+296.041,+296.061,+294.728,+295.659,+296.713,6.684E-2
Tue Mar 14 22:05:04 2017,1489554304.450426,+296.041,+296.061,+294.729,+295.659,+296.713,6.676E-2
Tue Mar 14 22:05:05 2017,1489554305.953036,+296.040,+296.061,+294.729,+295.659,+296.713,6.667E-2
Tue Mar 14 22:05:07 2017,1489554307.455627,+296.041,+296.061,+294.729,+295.659,+296.713,6.659E-2
Tue Mar 14 22:05:08 2017,1489554308.958232,+296.041,+296.061,+294.729,+295.659,+296.712,6.652E-2
Tue Mar 14 22:05:10 2017,1489554310.46083,+296.041,+296.061,+294.729,+295.659,+296.712,6.644E-2
Tue Mar 14 22:05:11 2017,1489554311.963403,+296.041,+296.061,+294.729,+295.659,+296.712,6.636E-2
Tue Mar 14 22:05:13 2017,1489554313.465976,+296.041,+296.061,+294.729,+295.658,+296.712,6.630E-2
Tue Mar 14 22:05:14 2017,1489554314.968528,+296.041,+296.061,+294.729,+295.658,+296.712,6.622E-2
Tue Mar 14 22:05:16 2017,1489554316.471102,+296.041,+296.061,+294.729,+295.658,+296.712,6.614E-2
Tue Mar 14 22:05:17 2017,1489554317.973688,+296.040,+296.061,+294.729,+295.658,+296.712,6.607E-2
Tue Mar 14 22:05:19 2017,1489554319.47626,+296.040,+296.061,+294.729,+295.658,+296.712,6.599E-2
Tue Mar 14 22:05:20 2017,1489554320.978852,+296.041,+296.060,+294.729,+295.659,+296.712,6.591E-2
Tue Mar 14 22:05:22 2017,1489554322.481421,+296.041,+296.060,+294.729,+295.658,+296.712,6.585E-2
Tue Mar 14 22:05:23 2017,1489554323.983901,+296.040,+296.060,+294.729,+295.658,+296.712,6.578E-2
Tue Mar 14 22:05:25 2017,1489554325.486446,+296.040,+296.061,+294.729,+295.658,+296.712,6.569E-2
Tue Mar 14 22:05:26 2017,1489554326.98904,+296.040,+296.060,+294.729,+295.658,+296.712,6.563E-2
Tue Mar 14 22:05:28 2017,1489554328.491596,+296.039,+296.061,+294.729,+295.658,+296.712,6.554E-2
Tue Mar 14 22:05:29 2017,1489554329.994153,+296.040,+296.061,+294.729,+295.658,+296.712,6.549E-2
Tue Mar 14 22:05:31 2017,1489554331.496678,+296.040,+296.061,+294.729,+295.658,+296.711,6.541E-2
Tue Mar 14 22:05:32 2017,1489554332.999224,+296.040,+296.061,+294.729,+295.658,+296.711,6.533E-2
Tue Mar 14 22:05:34 2017,1489554334.501789,+296.040,+296.061,+294.729,+295.657,+296.711,6.526E-2
Tue Mar 14 22:05:36 2017,1489554336.00436,+296.040,+296.060,+294.729,+295.657,+296.711,6.520E-2
Tue Mar 14 22:05:37 2017,1489554337.506946,+296.040,+296.061,+294.728,+295.657,+296.711,6.511E-2
Tue Mar 14 22:05:39 2017,1489554339.00955,+296.040,+296.061,+294.728,+295.657,+296.711,6.504E-2
Tue Mar 14 22:05:40 2017,1489554340.512138,+296.040,+296.060,+294.729,+295.657,+296.711,6.498E-2
Tue Mar 14 22:05:42 2017,1489554342.014722,+296.040,+296.060,+294.728,+295.657,+296.711,6.491E-2
Tue Mar 14 22:05:43 2017,1489554343.517299,+296.040,+296.060,+294.729,+295.657,+296.711,6.482E-2
Tue Mar 14 22:05:45 2017,1489554345.019969,+296.039,+296.060,+294.728,+295.656,+296.711,6.477E-2
Tue Mar 14 22:05:46 2017,1489554346.522595,+296.040,+296.060,+294.728,+295.656,+296.711,6.469E-2
Tue Mar 14 22:05:48 2017,1489554348.025204,+296.040,+296.060,+294.728,+295.656,+296.711,6.461E-2
Tue Mar 14 22:05:49 2017,1489554349.52785,+296.040,+296.060,+294.728,+295.656,+296.711,6.455E-2
Tue Mar 14 22:05:51 2017,1489554351.030428,+296.041,+296.059,+294.728,+295.656,+296.711,6.448E-2
Tue Mar 14 22:05:52 2017,1489554352.533058,+296.040,+296.060,+294.728,+295.656,+296.711,6.440E-2
Tue Mar 14 22:05:54 2017,1489554354.03562,+296.040,+296.060,+294.728,+295.656,+296.711,6.433E-2
Tue Mar 14 22:05:55 2017,1489554355.538211,+296.039,+296.060,+294.728,+295.655,+296.710,6.427E-2
Tue Mar 14 22:05:57 2017,1489554357.040797,+296.039,+296.060,+294.728,+295.656,+296.710,6.419E-2
